"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","REGION_NAME","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"455",2016-11-01,"АО ""Петербургская сбытовая компания""","LENENERG","POMSKEZN","52","Омская область","FZURTU08",1203.68,431682.24
"456",2016-11-01,"ООО ""ИНТЕР РАО - Орловский энергосбыт""","IRAORLSB","PORELENE","54","Орловская область","FZZNOE24",1176.07,465512.03
"457",2016-11-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PORENBEN","53","Оренбургская область","FZUROE07",1217.27,451827.72
"458",2016-11-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL1","53","Оренбургская область","FZUROE07",1270.65,441568.92
"459",2016-11-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL2","53","Оренбургская область","FZUROE07",1272.92,444016.23
"460",2016-11-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL3","53","Оренбургская область","FZUROE07",1256.24,450765.77
"461",2016-11-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL4","53","Оренбургская область","FZUROE07",1292,438072.75
"462",2016-11-01,"ЗАО ""Оренбургсельэнергосбыт""","ORSELSBT","PORENSL5","53","Оренбургская область","FZUROE07",1270.91,450628.25
"463",2016-11-01,"ООО ""ТНС энерго Пенза""","ENTREDIN","PPENZAEN","56","Пензенская область","FZVLOE13",1213.78,434922.72
"464",2016-11-01,"ПАО ""Пермэнергосбыт""","PERMENER","PPERMENE","57","Пермский край","FZUROE07",1166.96,448370
"465",2016-11-01,"ОАО ""Псковэнергосбыт""","PSKOVENE","PPSKOVEN","58","Псковская область","FZSZOE27",1120.61,448104.22
"466",2016-11-01,"ОАО ""Пятигорские электрические сети""","PYATELSE","PPYATELS","07","Ставропольский край","FZYUOE16",1731.81,547380.28
"467",2016-11-01,"ООО ""РЭК""","REKKURSK","PREKKUR1","38","Курская область","FZZNOE24",1121.72,438338.87
"468",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO1","41","Ленинградская область","FZSZOE27",1048.16,465396.87
"469",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO2","41","Ленинградская область","FZSZOE27",1086.18,464292.81
"470",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO3","41","Ленинградская область","FZSZOE27",1117.21,463646.68
"471",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO4","41","Ленинградская область","FZSZOE27",1087.45,460613.35
"472",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO5","41","Ленинградская область","FZSZOE27",932.51,464461.15
"473",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO6","41","Ленинградская область","FZSZOE27",1076.43,463975.25
"474",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO7","41","Ленинградская область","FZSZOE27",1098.3,463250.49
"475",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO8","41","Ленинградская область","FZSZOE27",1068.69,464409.83
"476",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSELO9","41","Ленинградская область","FZSZOE27",1066.72,461843.94
"477",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL10","41","Ленинградская область","FZSZOE27",1130.26,463731.59
"478",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL11","41","Ленинградская область","FZSZOE27",1066.45,467307.92
"479",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL12","41","Ленинградская область","FZSZOE27",1183.29,463342.78
"480",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL13","41","Ленинградская область","FZSZOE27",1119.83,466503.44
"481",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL14","41","Ленинградская область","FZSZOE27",1117.54,460682.04
"482",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL15","41","Ленинградская область","FZSZOE27",1075.11,464062.42
"483",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL16","41","Ленинградская область","FZSZOE27",1012.43,465524.65
"484",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL17","41","Ленинградская область","FZSZOE27",1071.27,463369.62
"485",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL18","41","Ленинградская область","FZSZOE27",1076.38,465059
"486",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL27","41","Ленинградская область","FZSZOE27",1130.12,464152.69
"487",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL28","41","Ленинградская область","FZSZOE27",1066.68,452472.95
"488",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL30","41","Ленинградская область","FZSZOE27",1110.31,465864
"489",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL31","41","Ленинградская область","FZSZOE27",1132.46,456351.35
"490",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL32","41","Ленинградская область","FZSZOE27",1100.03,458953.63
"491",2016-11-01,"ООО ""РКС-энерго""","RKSENERG","PRKSEL33","41","Ленинградская область","FZSZOE27",1071.17,467129.01
"492",2016-11-01,"ОАО ""Роскоммунэнерго""","ROSKOMEN","PROSKOM1","65","Свердловская область","FZUROE07",1110.72,459210.01
"493",2016-11-01,"ПАО ""ТНС энерго Ростов-на-Дону""","ROSTOVEN","PROSTOVE","60","Ростовская область","FZYUKU20",1489.7,515013.48
"494",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDKL","47","Мурманская область","FZSZKO28",866.82,446211.27
"495",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDLE","41","Ленинградская область","FZSZOE27",1078.54,478186.11
"496",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDRK","86","Республика Карелия","FZSZOE27",954.92,449194.03
"497",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDS2","95","Республика Хакасия","FZSBOE01",988.18,465830.56
"498",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGDVL","17","Владимирская область","FZZNOE24",1187.41,440380.91
"499",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD01","18","Волгоградская область","FZYUVG17",1282.36,434777.9
"500",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD03","89","Республика Мордовия","FZVLOE13",1251.18,432917.71
"501",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD07","33","Кировская область","FZURKR12",1176.58,438622.11
"502",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD13","18","Волгоградская область","FZYUVG17",1282.34,428225.47
"503",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD24","18","Волгоградская область","FZYUVG17",1288.2,427125.46
"504",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD25","18","Волгоградская область","FZYUVG17",1235.01,433574.79
"505",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD26","18","Волгоградская область","FZYUVG17",1395.79,147547.58
"506",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD27","18","Волгоградская область","FZYUVG17",1272.79,319793.35
"507",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD29","18","Волгоградская область","FZYUVG17",1291.22,435327.63
"508",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD35","12","Астраханская область","FZYUAS18",1186.95,480645.75
"509",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD36","46","Московская область","FZZMSK26",1211.74,440675.78
"510",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD37","22","Нижегородская область","FZZNOE24",1209.17,440158.53
"511",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD38","53","Оренбургская область","FZUROE07",1192.38,450870.47
"512",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD39","63","Саратовская область","FZVLBS15",1106.11,434921.15
"513",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD47","78","Ярославская область","FZZNOE24",1231.88,452563.92
"514",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD49","34","Костромская область","FZZNOE24",1158.07,439553.14
"515",2016-11-01,"ООО ""РУСЭНЕРГОСБЫТ""","RUSENSBI","PRUSGD52","25","Иркутская область","FZSBOE01",972.96,464244.02
"516",2016-11-01,"ООО ""РГМЭК""","RYAZENGR","PRYAZEL1","61","Рязанская область","FZZNOE24",1225.46,467388.06
"517",2016-11-01,"ПАО ""РЭСК"" (г.Рязань)","RYAZENER","PRYAZENE","61","Рязанская область","FZZNOE24",1196.79,468592.43
"518",2016-11-01,"ПАО ""Самараэнерго""","SAMARAEN","PSAMARAE","36","Самарская область","FZUROE07",1143.1,434005.05
"519",2016-11-01,"АО ""СамГЭС"" (г.Самара)","SAMGESGP","PSAMELS1","36","Самарская область","FZVLOE13",1186.86,433944.05
"520",2016-11-01,"ПАО ""Саратовэнерго""","SARATENE","PSARATEN","63","Саратовская область","FZVLBS15",1102.71,433718.76
"521",2016-11-01,"ООО ""СПГЭС""","SARGORES","PSARELS1","63","Саратовская область","FZVLBS15",1127.05,433731.48
"522",2016-11-01,"ПАО ""Севкавказэнерго""","SEVKAVEN","PSEVKAVE","90","Республика Северная Осетия-Алания","FZYUOE16",776.09,375652.81
"523",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PSEVKOM1","71","Тюменская область","FZURTU08",1019.55,445340.23
"524",2016-11-01,"АО ""АтомЭнергоСбыт""","ATOMSBYT","PSMOLENE","66","Смоленская область","FZZNOE24",1111.48,458670.61
"525",2016-11-01,"ПАО ""Ставропольэнергосбыт""","STAVRENE","PSTAVREN","07","Ставропольский край","FZYUOE16",1653.28,547837.09
"526",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME1","07","Ставропольский край","FZYUOE16",1730.16,547538.8
"527",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME2","07","Ставропольский край","FZYUOE16",1788.96,547758.89
"528",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME3","07","Ставропольский край","FZYUOE16",1587.59,549403.41
"529",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME4","07","Ставропольский край","FZYUOE16",1690.7,547521.17
"530",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME5","07","Ставропольский край","FZYUOE16",1693.28,533469.02
"531",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME6","07","Ставропольский край","FZYUOE16",1743.21,548249.6
"532",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME7","07","Ставропольский край","FZYUOE16",1715.71,547546.49
"533",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME8","07","Ставропольский край","FZYUOE16",1754.8,549593.75
"534",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOME9","07","Ставропольский край","FZYUOE16",1656.51,550545.43
"535",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM10","07","Ставропольский край","FZYUOE16",1668.95,545463.94
"536",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM11","07","Ставропольский край","FZYUOE16",1676.38,552940.11
"537",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM12","07","Ставропольский край","FZYUOE16",1588.04,548380.59
"538",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM13","07","Ставропольский край","FZYUOE16",1803.6,545189.04
"539",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM14","07","Ставропольский край","FZYUOE16",1832.13,537447.65
"540",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM15","07","Ставропольский край","FZYUOE16",1818.11,553631.82
"541",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM16","07","Ставропольский край","FZYUOE16",1546.56,546908.02
"542",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM17","07","Ставропольский край","FZYUOE16",1624.15,545242.42
"543",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM18","07","Ставропольский край","FZYUOE16",1775.52,547828.35
"544",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM19","07","Ставропольский край","FZYUOE16",1655.32,547351.21
"545",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM20","07","Ставропольский край","FZYUOE16",1671.55,547123.39
"546",2016-11-01,"ГУП СК ""Ставрополькоммунэлектро""","STAVRKOM","PSTKOM21","07","Ставропольский край","FZYUOE16",1683.86,555379.85
"547",2016-11-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PSVERDLE","65","Свердловская область","FZUROE07",1076.5,458933.45
"548",2016-11-01,"ПАО ""Тамбовская энергосбытовая компания""","TAMBOVEN","PTAMBOVE","68","Тамбовская область","FZZNOE24",1194.16,460038.52
"549",2016-11-01,"АО ""Татэнергосбыт""","TATENERG","PTATENER","92","Республика Татарстан","FZURKR12",1197.62,439167.92
"550",2016-11-01,"ОАО ""ТЭК"" (г.Тольятти)","GPTOLESB","PTEKOMP1","36","Самарская область","FZVLOE13",1202.74,434695.77
"551",2016-11-01,"ООО ""ТЭС"" (г.Тольятти)","TOLLENSB","PTOLESB1","36","Самарская область","FZUROE07",1226.41,447530.91
"552",2016-11-01,"ООО ""ТЭС"" (г.Тольятти)","TOLLENSB","PTOLESB2","36","Самарская область","FZVLOE13",1165.18,432887.19
"553",2016-11-01,"ПАО ""Томскэнергосбыт""","TOMSKENE","PTOMSKEN","69","Томская область","FZSBOE01",969.11,517510.51
"554",2016-11-01,"ПАО ""Томскэнергосбыт""","TOMSKENE","PTOMSKES","69","Томская область","FZURTU08",954.42,447653.39
"555",2016-11-01,"ОАО ""ТОСК""","TOSKTOSK","PTOSKOM1","68","Тамбовская область","FZZNOE24",1213.88,459878.38
"556",2016-11-01,"МУП ""Троицкая электросеть""","TROIELST","PTROELS1","46","Московская область","FZZMSK26",1216,436165.75
"557",2016-11-01,"АО ""ТНС энерго Тула""","TULAENSK","PTULENER","70","Тульская область","FZZNOE24",1254.03,486251.3
"558",2016-11-01,"АО ""Тюменская энергосбытовая компания""","TUMENENE","PTUMENEN","71","Тюменская область","FZURTU08",988.8,450888.86
"559",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG1","71","Тюменская область","FZURTU08",1046.24,450606.64
"560",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG2","71","Тюменская область","FZURTU08",1045.34,446329.55
"561",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG3","71","Тюменская область","FZURTU08",1036.02,446655.72
"562",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG4","71","Тюменская область","FZURTU08",1001.36,445432.35
"563",2016-11-01,"АО ""ЭК ""Восток""","ESVOSTOK","PTUMREG5","71","Тюменская область","FZURTU08",975.08,446823.8
"564",2016-11-01,"АО ""Тываэнергосбыт""","TUVASBYT","PTUVENER","93","Республика Тыва","FZSBOE01",295.53,259168.49
"565",2016-11-01,"АО ""АтомЭнергоСбыт""","ATOMSBYT","PTVERENE","28","Тверская область","FZZNOE24",1147.32,439435.51
"566",2016-11-01,"АО ""ТРАНССЕРВИСЭНЕРГО""","TRANSERE","PTVOBSK1","28","Тверская область","FZZNOE24",1270.92,439102.97
"567",2016-11-01,"АО ""ТРАНССЕРВИСЭНЕРГО""","TRANSERE","PTVOBSK2","28","Тверская область","FZZNOE24",1180.65,438254.57
"568",2016-11-01,"АО ""ТРАНССЕРВИСЭНЕРГО""","TRANSERE","PTVOBSK3","28","Тверская область","FZZNOE24",1191.79,446246.48
"569",2016-11-01,"АО ""ТРАНССЕРВИСЭНЕРГО""","TRANSERE","PTVOBSK4","28","Тверская область","FZZNOE24",1223.1,442299.15
"570",2016-11-01,"ОАО ""ЭнергосбыТ Плюс""","ORENBENE","PUDMURTE","94","Удмуртская Республика","FZURKR12",1155.26,438454.89
"571",2016-11-01,"ОАО ""Ульяновскэнерго""","ULYANENE","PULYANEN","73","Ульяновская область","FZVLOE13",1215.47,435185.74
"572",2016-11-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK3","71","Тюменская область","FZURTU08",943.54,446367.7
"573",2016-11-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK5","71","Тюменская область","FZURTU08",977.97,447319.57
"574",2016-11-01,"АО ""ЮТЭК""","UGORTEKO","PUTEREK6","71","Тюменская область","FZURTU08",1011.81,445988.16
"575",2016-11-01,"АО ""Волгаэнергосбыт""","VOLGAESB","PVENESB1","22","Нижегородская область","FZZNOE24",1307.96,439854.31
"576",2016-11-01,"АО ""Витимэнергосбыт""","VITIMENS","PVITENSB","25","Иркутская область","FZSBOE01",1125.69,449013.14
"577",2016-11-01,"ПАО ""Владимирэнергосбыт""","VLADIMEN","PVLADIME","17","Владимирская область","FZZNOE24",1190.69,439544.5
"578",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS1","17","Владимирская область","FZZNOE24",1208.89,440305.28
"579",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS2","17","Владимирская область","FZZNOE24",1221.34,440421.12
"580",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS3","17","Владимирская область","FZZNOE24",1221.85,1886606.97
"581",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS4","17","Владимирская область","FZZNOE24",1250.11,438112.89
"582",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS5","17","Владимирская область","FZZNOE24",1240.02,438138.18
"583",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS6","17","Владимирская область","FZZNOE24",1226.52,440603.46
"584",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS7","17","Владимирская область","FZZNOE24",1220.51,435868.5
"585",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS8","17","Владимирская область","FZZNOE24",1186.97,439423.12
"586",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSIS9","17","Владимирская область","FZZNOE24",1198.64,438297.1
"587",2016-11-01,"ОАО ""Владимирские коммунальные системы""","VLADKOMS","PVLKSI10","17","Владимирская область","FZZNOE24",1190.59,439203.83
"588",2016-11-01,"ПАО ""Волгоградэнергосбыт""","VOLGOGEN","PVOLGOGE","18","Волгоградская область","FZYUVG17",1271.06,433778.53
"589",2016-11-01,"ОАО ""Вологдаэнергосбыт""","VOLOGENE","PVOLOGEN","19","Вологодская область","FZZNOE24",1153.69,559846.41
"590",2016-11-01,"ПАО ""ТНС энерго Воронеж""","VORNEGEN","PVORNEGE","20","Воронежская область","FZZNOE24",1209.11,447179.85
"591",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKENE4","46","Московская область","FZZMSK26",1150.42,438058.68
"592",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKENE5","12","Астраханская область","FZYUAS18",1286.3,477432.24
"593",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKENE6","46","Московская область","FZZMSK26",1204.69,437709.65
"594",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN10","46","Московская область","FZZMSK26",1200.12,440092.79
"595",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN11","46","Московская область","FZZMSK26",1207.83,424945.6
"596",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN13","46","Московская область","FZZMSK26",1214.51,442558.54
"597",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN15","46","Московская область","FZZMSK26",1203.75,428800.84
"598",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN18","46","Московская область","FZZMSK26",1170.48,440352.28
"599",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN23","24","Ивановская область","FZZNOE24",1161.04,463925.49
"600",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN25","63","Саратовская область","FZVLBS15",1064.94,432941.59
"601",2016-11-01,"АО ""Оборонэнергосбыт""","OBORONSB","PVSKEN27","46","Московская область","FZZMSK26",1176.5,437218.45
"602",2016-11-01,"ООО ""Ватт-Электросбыт""","ELSKVATT","PWATTEL1","89","Республика Мордовия","FZVLOE13",1254.86,433236.95
"603",2016-11-01,"ПАО ""ТНС энерго Ярославль""","YARENERG","PYARENER","78","Ярославская область","FZZNOE24",1251.59,451401.9
"604",2016-11-01,"ООО ""Заринская горэлектросеть""","ZARINGES","PZARELS1","01","Алтайский край","FZSBOE01",961.09,496530.56
